recipe_id,recipe_name,category,category_id,preparation_time_min,calories,protein_g,carbohydrates_g,fat_g,estimated_cost_usd,dietary_tags
1200,Spicy Savory Tofu & Mushroom Teriyaki Bowl Style 1200,Dinner,2,33,531.2,29.1,44.6,29.7,3.79,Vegan;Vegetarian;Dairy-Free;Halal
1201,Smoky Turkey Avocado BLT Wrap Style 1201,Lunch,1,13,891.9,58.8,60.4,49.9,5.28,High-Protein;Halal
1202,Smoky Avocado & Egg Whole Wheat Toast Style 1202,Breakfast,0,16,398.6,20.9,30.1,21.7,1.33,Vegetarian;Halal
1203,Hearty Cheddar Cheese & Boiled Egg Power Snack Style 1203,Snack,3,13,291.4,19.2,5.4,21.4,1.08,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1204,Savory Creamy Tomato & Mozzarella Penne Style 1204,Lunch,1,18,443.0,21.1,38.0,24.0,2.14,Vegetarian;Halal
1205,Rustic Black Bean Burrito Bowl with Brown Rice Style 1205,Lunch,1,28,365.9,17.4,61.2,6.8,2.25,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1206,Fiesta Creamy Garlic Parmesan Chicken Fettuccine Style 1206,Dinner,2,30,928.2,85.2,38.8,46.4,4.68,High-Protein;Halal
1207,Rustic Turkey Avocado BLT Wrap Style 1207,Lunch,1,14,807.4,45.4,60.4,46.4,4.57,High-Protein;Halal
1208,Savory Grilled Chicken & Quinoa Harvest Bowl Style 1208,Lunch,1,22,531.6,52.5,30.5,22.3,4.13,Gluten-Free;High-Protein;Halal
1209,Hearty Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1209,Dinner,2,27,504.8,59.0,14.7,24.8,6.88,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1210,Garden-Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1210,Dinner,2,26,485.3,52.3,16.9,24.7,6.29,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1211,Fiesta Savory Tofu & Mushroom Teriyaki Bowl Style 1211,Dinner,2,34,396.9,22.3,39.8,19.3,3.54,Vegan;Vegetarian;Dairy-Free;Halal
1212,Fiesta Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1212,Dinner,2,27,691.2,50.7,55.9,28.5,7.81,Gluten-Free;High-Protein;Halal
1213,Fiesta Creamy Garlic Parmesan Chicken Fettuccine Style 1213,Dinner,2,30,800.5,30.1,65.2,48.2,2.57,High-Protein;Halal
1214,Herb-Crusted Berry Chia Yogurt Parfait Style 1214,Breakfast,0,13,488.7,25.4,35.3,30.4,3.68,Vegetarian;Gluten-Free;Halal
1215,Fiesta Creamy Tomato & Mozzarella Penne Style 1215,Lunch,1,22,505.7,11.2,46.6,31.5,2.12,Vegetarian;Halal
1216,Roasted Apple Slices with Natural Peanut Butter Style 1216,Snack,3,11,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1217,Spicy Peanut Butter Banana Oatmeal Style 1217,Breakfast,0,12,673.1,26.1,87.6,27.7,1.38,Vegan;Vegetarian;Dairy-Free;Halal
1218,Fresh Classic Spinach & Mushroom Omelette Style 1218,Breakfast,0,13,507.0,30.2,5.7,40.9,2.78,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1219,Spicy Berry Chia Yogurt Parfait Style 1219,Breakfast,0,5,448.8,25.2,31.5,27.4,3.71,Vegetarian;Gluten-Free;Halal
1220,Golden Greek Yogurt Berry Nut Bowl Style 1220,Breakfast,0,10,449.9,22.2,40.2,25.4,4.15,Vegetarian;Gluten-Free;High-Protein;Halal
1221,Fresh High-Protein Tofu Breakfast Scramble Style 1221,Breakfast,0,13,300.4,20.6,12.7,21.0,3.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
1222,Smoky High-Protein Tofu Breakfast Scramble Style 1222,Breakfast,0,25,331.6,46.2,8.9,11.8,3.38,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
1223,Smoky Banana Almond Protein Smoothie Style 1223,Snack,3,11,1257.2,95.3,51.6,76.7,5.77,Vegetarian;Gluten-Free;Halal
1224,Roasted Strawberries & Dark Chocolate Walnut Cup Style 1224,Snack,3,0,224.3,4.5,19.0,16.6,2.04,Vegan;Vegetarian;Gluten-Free;Halal
1225,Zesty Grilled Chicken & Quinoa Harvest Bowl Style 1225,Lunch,1,23,556.9,57.0,31.3,22.7,4.23,Gluten-Free;High-Protein;Halal
1226,Savory Creamy Garlic Parmesan Chicken Fettuccine Style 1226,Dinner,2,36,981.9,72.3,32.8,61.8,4.53,High-Protein;Halal
1227,Zesty Strawberries & Dark Chocolate Walnut Cup Style 1227,Snack,3,5,219.5,4.4,17.8,16.5,1.82,Vegan;Vegetarian;Gluten-Free;Halal
1228,Fresh Greek Yogurt Berry Nut Bowl Style 1228,Breakfast,0,15,498.3,30.2,41.1,26.8,4.57,Vegetarian;Gluten-Free;High-Protein;Halal
1229,Fresh Avocado & Egg Whole Wheat Toast Style 1229,Breakfast,0,19,718.7,21.9,58.9,46.7,2.71,Vegetarian;Halal
1230,Herb-Crusted Strawberries & Dark Chocolate Walnut Cup Style 1230,Snack,3,11,238.6,5.7,14.7,19.7,1.28,Vegan;Vegetarian;Gluten-Free;Halal
1231,Herb-Crusted Peanut Butter Banana Oatmeal Style 1231,Breakfast,0,19,661.6,24.6,85.7,28.0,1.3,Vegan;Vegetarian;Dairy-Free;Halal
1232,Hearty Mediterranean Chickpea & Avocado Salad Style 1232,Lunch,1,21,860.7,51.4,21.1,68.0,6.18,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1233,Fiesta Cheddar Cheese & Boiled Egg Power Snack Style 1233,Snack,3,12,260.4,17.9,2.8,19.7,1.09,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1234,Savory Berry Chia Yogurt Parfait Style 1234,Breakfast,0,0,409.2,20.5,31.3,25.1,2.88,Vegetarian;Gluten-Free;Halal
1235,Fiesta Apple Slices with Natural Peanut Butter Style 1235,Snack,3,10,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1236,Zesty High-Protein Tofu Breakfast Scramble Style 1236,Breakfast,0,12,344.2,19.8,14.3,25.6,3.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
1237,Zesty Cheddar Cheese & Boiled Egg Power Snack Style 1237,Snack,3,7,222.4,15.5,3.2,16.4,1.04,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1238,Spicy Apple Slices with Natural Peanut Butter Style 1238,Snack,3,12,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1239,Herb-Crusted Peanut Butter Banana Oatmeal Style 1239,Breakfast,0,5,1099.2,54.8,74.9,67.6,2.62,Vegan;Vegetarian;Dairy-Free;Halal
1240,Savory Tuna Salad Whole Wheat Wrap Style 1240,Lunch,1,16,469.1,50.0,48.5,8.2,3.21,High-Protein;Halal
1241,Herb-Crusted Banana Almond Protein Smoothie Style 1241,Snack,3,2,404.8,17.5,50.2,17.4,1.85,Vegetarian;Gluten-Free;Halal
1242,Crispy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1242,Dinner,2,30,671.3,61.0,26.9,37.5,5.06,Gluten-Free;Dairy-Free;High-Protein;Halal
1243,Rustic Creamy Tomato & Mozzarella Penne Style 1243,Lunch,1,16,523.5,25.3,48.5,26.4,2.39,Vegetarian;Halal
1244,Zesty Mediterranean Chickpea & Avocado Salad Style 1244,Lunch,1,18,558.5,13.2,45.9,39.8,3.67,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1245,Smoky Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1245,Dinner,2,25,563.6,48.7,30.3,29.1,4.34,Gluten-Free;Dairy-Free;High-Protein;Halal
1246,Rustic Mediterranean Chickpea & Avocado Salad Style 1246,Lunch,1,10,591.5,15.1,51.2,40.4,3.72,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1247,Savory Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1247,Dinner,2,17,445.4,48.4,14.0,23.1,5.82,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1248,Herb-Crusted Hearty Lentil & Vegetable Stew Style 1248,Dinner,2,33,374.2,15.0,57.2,11.0,1.93,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1249,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 1249,Lunch,1,25,426.8,20.3,34.9,23.9,1.95,Vegetarian;Halal
1250,Zesty Avocado & Egg Whole Wheat Toast Style 1250,Breakfast,0,8,610.0,26.5,45.1,38.7,2.57,Vegetarian;Halal
1251,Zesty Grilled Chicken & Quinoa Harvest Bowl Style 1251,Lunch,1,28,513.5,48.7,30.9,21.7,3.73,Gluten-Free;High-Protein;Halal
1252,Zesty Hearty Lentil & Vegetable Stew Style 1252,Dinner,2,38,308.1,14.8,63.0,1.1,2.01,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1253,Crispy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1253,Dinner,2,20,573.8,50.3,27.7,30.7,4.34,Gluten-Free;Dairy-Free;High-Protein;Halal
1254,Zesty Greek Yogurt Berry Nut Bowl Style 1254,Breakfast,0,2,495.4,31.1,42.7,25.3,4.43,Vegetarian;Gluten-Free;High-Protein;Halal
1255,Zesty Peanut Butter Banana Oatmeal Style 1255,Breakfast,0,13,686.1,26.7,85.5,30.0,1.42,Vegan;Vegetarian;Dairy-Free;Halal
1256,Hearty Apple Slices with Natural Peanut Butter Style 1256,Snack,3,6,358.2,11.8,33.8,22.9,1.11,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1257,Zesty Apple Slices with Natural Peanut Butter Style 1257,Snack,3,8,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1258,Zesty Berry Chia Yogurt Parfait Style 1258,Breakfast,0,15,407.4,21.3,31.6,24.4,3.29,Vegetarian;Gluten-Free;Halal
1259,Smoky Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1259,Dinner,2,38,852.2,50.7,61.2,44.4,8.19,Gluten-Free;High-Protein;Halal
1260,Fresh Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1260,Dinner,2,40,584.8,25.3,86.5,17.8,3.15,Gluten-Free;High-Protein;Halal
1261,Rustic Apple Slices with Natural Peanut Butter Style 1261,Snack,3,11,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1262,Hearty Berry Chia Yogurt Parfait Style 1262,Breakfast,0,14,475.3,26.3,36.3,27.9,3.92,Vegetarian;Gluten-Free;Halal
1263,Savory Classic Spinach & Mushroom Omelette Style 1263,Breakfast,0,10,489.1,31.1,5.5,38.5,2.67,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1264,Spicy Grilled Chicken & Quinoa Harvest Bowl Style 1264,Lunch,1,20,487.8,51.1,32.9,17.0,3.94,Gluten-Free;High-Protein;Halal
1265,Smoky Cheddar Cheese & Boiled Egg Power Snack Style 1265,Snack,3,5,223.2,15.5,3.4,16.4,1.07,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1266,Golden Mediterranean Chickpea & Avocado Salad Style 1266,Lunch,1,11,655.6,16.2,54.7,45.7,3.94,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1267,Savory Peanut Butter Banana Oatmeal Style 1267,Breakfast,0,5,736.4,29.1,96.2,29.7,1.53,Vegan;Vegetarian;Dairy-Free;Halal
1268,Roasted Avocado & Egg Whole Wheat Toast Style 1268,Breakfast,0,16,640.5,24.0,43.3,43.7,2.67,Vegetarian;Halal
1269,Roasted Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1269,Dinner,2,16,569.6,69.6,17.0,26.3,7.89,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1270,Rustic Classic Spinach & Mushroom Omelette Style 1270,Breakfast,0,12,483.8,29.8,5.3,38.3,2.38,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1271,Fresh Black Bean Burrito Bowl with Brown Rice Style 1271,Lunch,1,23,417.4,15.7,63.7,12.0,2.4,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1272,Fresh Berry Chia Yogurt Parfait Style 1272,Breakfast,0,15,496.8,26.4,35.3,30.9,3.68,Vegetarian;Gluten-Free;Halal
1273,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 1273,Snack,3,7,219.5,4.4,17.8,16.5,1.82,Vegan;Vegetarian;Gluten-Free;Halal
1274,Smoky Avocado & Egg Whole Wheat Toast Style 1274,Breakfast,0,12,581.6,24.0,51.4,33.7,2.61,Vegetarian;Halal
1275,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 1275,Lunch,1,20,495.9,24.9,40.4,27.2,2.32,Vegetarian;Halal
1276,Fiesta Black Bean Burrito Bowl with Brown Rice Style 1276,Lunch,1,23,380.0,13.6,56.8,11.8,2.22,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1277,Crispy Banana Almond Protein Smoothie Style 1277,Snack,3,3,398.7,17.1,49.8,17.1,1.83,Vegetarian;Gluten-Free;Halal
1278,Herb-Crusted Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1278,Dinner,2,25,716.8,41.4,59.9,34.5,6.92,Gluten-Free;High-Protein;Halal
1279,Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1279,Dinner,2,23,525.6,69.8,11.8,23.5,8.17,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1280,Spicy Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1280,Dinner,2,27,747.8,41.1,58.9,38.5,6.91,Gluten-Free;High-Protein;Halal
1281,Savory Black Bean Burrito Bowl with Brown Rice Style 1281,Lunch,1,20,404.7,14.7,61.5,11.9,2.36,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1282,Garden-Fresh Grilled Chicken & Quinoa Harvest Bowl Style 1282,Lunch,1,23,564.4,58.1,41.5,17.5,3.77,Gluten-Free;High-Protein;Halal
1283,Golden Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1283,Dinner,2,33,884.9,55.0,58.8,47.1,8.75,Gluten-Free;High-Protein;Halal
1284,Fresh Peanut Butter Banana Oatmeal Style 1284,Breakfast,0,17,561.1,20.4,80.2,20.8,1.23,Vegan;Vegetarian;Dairy-Free;Halal
1285,Spicy Avocado & Egg Whole Wheat Toast Style 1285,Breakfast,0,6,503.3,11.5,42.6,34.9,2.09,Vegetarian;Halal
1286,Roasted Savory Tofu & Mushroom Teriyaki Bowl Style 1286,Dinner,2,23,598.4,31.9,58.4,30.4,4.74,Vegan;Vegetarian;Dairy-Free;Halal
1287,Golden Mediterranean Chickpea & Avocado Salad Style 1287,Lunch,1,14,606.1,15.9,53.9,40.6,3.86,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1288,Crispy Apple Slices with Natural Peanut Butter Style 1288,Snack,3,10,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1289,Rustic Apple Slices with Natural Peanut Butter Style 1289,Snack,3,6,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1290,Smoky Creamy Tomato & Mozzarella Penne Style 1290,Lunch,1,30,480.3,22.8,42.8,25.2,2.1,Vegetarian;Halal
1291,Hearty Turkey Avocado BLT Wrap Style 1291,Lunch,1,11,863.8,54.6,59.8,48.8,4.96,High-Protein;Halal
1292,Fresh Mediterranean Chickpea & Avocado Salad Style 1292,Lunch,1,11,600.3,15.6,52.9,40.5,3.84,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1293,Roasted Peanut Butter Banana Oatmeal Style 1293,Breakfast,0,9,657.8,25.8,81.6,29.0,1.25,Vegan;Vegetarian;Dairy-Free;Halal
1294,Roasted Black Bean Burrito Bowl with Brown Rice Style 1294,Lunch,1,28,408.9,20.6,72.9,5.1,2.51,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1295,Spicy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1295,Dinner,2,34,580.4,49.9,32.2,30.1,4.92,Gluten-Free;Dairy-Free;High-Protein;Halal
1296,Roasted Creamy Tomato & Mozzarella Penne Style 1296,Lunch,1,15,531.1,25.4,50.1,26.5,2.42,Vegetarian;Halal
1297,Herb-Crusted Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1297,Dinner,2,33,556.6,46.2,34.3,27.6,4.11,Gluten-Free;Dairy-Free;High-Protein;Halal
1298,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 1298,Lunch,1,20,556.5,22.4,64.4,25.3,2.09,Vegetarian;Halal
1299,Herb-Crusted Peanut Butter Banana Oatmeal Style 1299,Breakfast,0,20,602.6,22.9,76.7,26.0,1.27,Vegan;Vegetarian;Dairy-Free;Halal
1300,Crispy Black Bean Burrito Bowl with Brown Rice Style 1300,Lunch,1,17,361.0,13.2,52.5,11.6,1.93,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1301,Roasted Turkey Avocado BLT Wrap Style 1301,Lunch,1,10,887.6,57.7,61.3,49.6,5.36,High-Protein;Halal
1302,Spicy Peanut Butter Banana Oatmeal Style 1302,Breakfast,0,16,516.8,18.1,61.4,25.1,1.56,Vegan;Vegetarian;Dairy-Free;Halal
1303,Smoky Creamy Garlic Parmesan Chicken Fettuccine Style 1303,Dinner,2,38,974.7,87.1,41.7,49.5,4.82,High-Protein;Halal
1304,Herb-Crusted Avocado & Egg Whole Wheat Toast Style 1304,Breakfast,0,20,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
1305,Hearty Creamy Tomato & Mozzarella Penne Style 1305,Lunch,1,20,480.8,23.1,42.8,25.3,2.33,Vegetarian;Halal
1306,Rustic Turkey Avocado BLT Wrap Style 1306,Lunch,1,18,663.0,57.3,48.2,28.2,4.21,High-Protein;Halal
1307,Zesty Greek Yogurt Berry Nut Bowl Style 1307,Breakfast,0,2,451.9,28.3,36.9,23.8,3.61,Vegetarian;Gluten-Free;High-Protein;Halal
1308,Herb-Crusted Peanut Butter Banana Oatmeal Style 1308,Breakfast,0,20,699.8,27.1,93.3,27.7,1.35,Vegan;Vegetarian;Dairy-Free;Halal
1309,Fresh Strawberries & Dark Chocolate Walnut Cup Style 1309,Snack,3,11,294.5,6.1,21.5,23.1,2.47,Vegan;Vegetarian;Gluten-Free;Halal
1310,Hearty Grilled Chicken & Quinoa Harvest Bowl Style 1310,Lunch,1,32,617.1,67.9,31.3,24.0,4.68,Gluten-Free;High-Protein;Halal
1311,Herb-Crusted Strawberries & Dark Chocolate Walnut Cup Style 1311,Snack,3,1,354.1,6.1,13.6,33.2,2.57,Vegan;Vegetarian;Gluten-Free;Halal
1312,Smoky Banana Almond Protein Smoothie Style 1312,Snack,3,7,424.0,18.2,45.5,21.5,1.81,Vegetarian;Gluten-Free;Halal
1313,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 1313,Lunch,1,17,438.3,18.4,42.2,22.7,2.16,Vegetarian;Halal
1314,Spicy Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1314,Dinner,2,33,795.0,46.8,46.9,46.4,7.1,Gluten-Free;High-Protein;Halal
1315,Crispy Tuna Salad Whole Wheat Wrap Style 1315,Lunch,1,11,407.5,36.2,48.9,7.8,2.66,High-Protein;Halal
1316,Garden-Fresh Creamy Garlic Parmesan Chicken Fettuccine Style 1316,Dinner,2,28,923.0,86.3,32.0,48.5,4.83,High-Protein;Halal
1317,Roasted High-Protein Tofu Breakfast Scramble Style 1317,Breakfast,0,23,358.7,16.8,13.0,28.9,2.88,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
1318,Roasted Apple Slices with Natural Peanut Butter Style 1318,Snack,3,-1,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1319,Golden Black Bean Burrito Bowl with Brown Rice Style 1319,Lunch,1,17,441.2,16.5,69.1,11.5,2.4,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1320,Roasted Banana Almond Protein Smoothie Style 1320,Snack,3,7,424.6,18.0,50.6,19.4,1.9,Vegetarian;Gluten-Free;Halal
1321,Spicy Apple Slices with Natural Peanut Butter Style 1321,Snack,3,1,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1322,Savory High-Protein Tofu Breakfast Scramble Style 1322,Breakfast,0,16,352.0,20.9,13.8,26.3,3.21,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
1323,Roasted Berry Chia Yogurt Parfait Style 1323,Breakfast,0,3,849.0,52.8,32.8,59.8,4.51,Vegetarian;Gluten-Free;Halal
1324,Herb-Crusted Classic Spinach & Mushroom Omelette Style 1324,Breakfast,0,13,467.9,29.7,5.2,36.8,2.55,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1325,Zesty Greek Yogurt Berry Nut Bowl Style 1325,Breakfast,0,12,469.4,26.2,46.9,22.8,4.34,Vegetarian;Gluten-Free;High-Protein;Halal
1326,Zesty Peanut Butter Banana Oatmeal Style 1326,Breakfast,0,14,1160.2,25.5,82.1,85.6,2.5,Vegan;Vegetarian;Dairy-Free;Halal
1327,Fiesta Creamy Tomato & Mozzarella Penne Style 1327,Lunch,1,19,477.7,22.9,42.3,25.3,2.34,Vegetarian;Halal
1328,Golden Grilled Chicken & Quinoa Harvest Bowl Style 1328,Lunch,1,32,505.3,22.8,68.1,17.9,2.74,Gluten-Free;High-Protein;Halal
1329,Zesty Berry Chia Yogurt Parfait Style 1329,Breakfast,0,2,484.1,24.1,41.1,28.0,3.74,Vegetarian;Gluten-Free;Halal
1330,Zesty Creamy Tomato & Mozzarella Penne Style 1330,Lunch,1,26,488.4,22.0,47.5,24.2,1.98,Vegetarian;Halal
1331,Savory Black Bean Burrito Bowl with Brown Rice Style 1331,Lunch,1,25,451.6,17.8,70.0,12.2,2.7,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1332,Crispy Peanut Butter Banana Oatmeal Style 1332,Breakfast,0,5,723.9,28.5,90.3,31.4,1.52,Vegan;Vegetarian;Dairy-Free;Halal
1333,Smoky Turkey Avocado BLT Wrap Style 1333,Lunch,1,22,849.4,52.0,60.4,48.1,4.9,High-Protein;Halal
1334,Crispy Berry Chia Yogurt Parfait Style 1334,Breakfast,0,3,462.4,25.2,35.2,27.4,3.69,Vegetarian;Gluten-Free;Halal
1335,Roasted Hearty Lentil & Vegetable Stew Style 1335,Dinner,2,44,491.8,20.1,70.7,16.4,2.55,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1336,Zesty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1336,Dinner,2,39,763.4,50.4,44.5,41.5,7.84,Gluten-Free;High-Protein;Halal
1337,Roasted Cheddar Cheese & Boiled Egg Power Snack Style 1337,Snack,3,3,191.8,11.6,2.4,15.3,0.8,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1338,Golden Apple Slices with Natural Peanut Butter Style 1338,Snack,3,9,358.2,11.8,33.8,22.9,1.11,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1339,Roasted Creamy Tomato & Mozzarella Penne Style 1339,Lunch,1,17,370.0,15.2,41.6,16.5,2.02,Vegetarian;Halal
1340,Roasted Peanut Butter Banana Oatmeal Style 1340,Breakfast,0,9,662.0,25.8,88.1,26.2,1.43,Vegan;Vegetarian;Dairy-Free;Halal
1341,Rustic Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1341,Dinner,2,28,525.6,44.5,30.4,26.6,4.17,Gluten-Free;Dairy-Free;High-Protein;Halal
1342,Rustic Turkey Avocado BLT Wrap Style 1342,Lunch,1,14,915.6,58.5,66.9,49.9,5.92,High-Protein;Halal
1343,Fresh Classic Spinach & Mushroom Omelette Style 1343,Breakfast,0,22,275.4,12.4,4.5,24.2,1.84,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1344,Garden-Fresh Mediterranean Chickpea & Avocado Salad Style 1344,Lunch,1,22,629.9,17.3,57.8,41.0,3.95,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1345,Roasted Berry Chia Yogurt Parfait Style 1345,Breakfast,0,5,1383.1,8.2,28.4,142.6,3.62,Vegetarian;Gluten-Free;Halal
1346,Garden-Fresh Berry Chia Yogurt Parfait Style 1346,Breakfast,0,11,388.3,20.5,34.7,21.1,3.18,Vegetarian;Gluten-Free;Halal
1347,Spicy Classic Spinach & Mushroom Omelette Style 1347,Breakfast,0,21,284.2,12.9,5.0,24.9,2.04,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1348,Fresh Classic Spinach & Mushroom Omelette Style 1348,Breakfast,0,11,375.7,30.7,6.7,25.4,2.66,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
1349,Hearty Turkey Avocado BLT Wrap Style 1349,Lunch,1,23,900.9,60.2,60.4,50.2,5.4,High-Protein;Halal
1350,Golden Apple Slices with Natural Peanut Butter Style 1350,Snack,3,0,240.6,6.8,29.8,12.9,0.95,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1351,Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 1351,Dinner,2,29,560.5,66.9,14.9,27.5,7.85,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
1352,Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1352,Dinner,2,23,617.2,53.7,31.2,32.6,4.77,Gluten-Free;Dairy-Free;High-Protein;Halal
1353,Garden-Fresh Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 1353,Dinner,2,26,750.6,42.3,35.2,50.8,4.35,Gluten-Free;Dairy-Free;High-Protein;Halal
1354,Zesty Avocado & Egg Whole Wheat Toast Style 1354,Breakfast,0,19,399.9,21.0,30.4,21.7,1.4,Vegetarian;Halal
1355,Hearty Black Bean Burrito Bowl with Brown Rice Style 1355,Lunch,1,16,480.0,21.1,71.8,13.1,3.11,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1356,Rustic Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1356,Dinner,2,33,894.1,58.0,51.5,49.6,9.06,Gluten-Free;High-Protein;Halal
1357,Roasted Black Bean Burrito Bowl with Brown Rice Style 1357,Lunch,1,24,413.0,16.0,62.3,11.9,2.39,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
1358,Herb-Crusted Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 1358,Dinner,2,39,821.6,48.1,48.5,47.7,7.67,Gluten-Free;High-Protein;Halal
1359,Golden Banana Almond Protein Smoothie Style 1359,Snack,3,1,400.5,17.5,49.7,17.2,1.85,Vegetarian;Gluten-Free;Halal
1360,Golden Savory Tofu & Mushroom Teriyaki Bowl Style 1360,Dinner,2,22,446.6,28.0,40.2,22.9,4.14,Vegan;Vegetarian;Dairy-Free;Halal
1361,Spicy Peanut Butter Banana Oatmeal Style 1361,Breakfast,0,6,826.8,29.2,116.2,32.2,2.71,Vegan;Vegetarian;Dairy-Free;Halal
1362,Garden-Fresh Strawberries & Dark Chocolate Walnut Cup Style 1362,Snack,3,6,253.8,5.2,18.9,19.8,2.0,Vegan;Vegetarian;Gluten-Free;Halal
