recipe_id,recipe_name,category,category_id,preparation_time_min,calories,protein_g,carbohydrates_g,fat_g,estimated_cost_usd,dietary_tags
334,Garden-Fresh Black Bean Burrito Bowl with Brown Rice Style 334,Lunch,1,16,399.9,15.7,59.7,11.8,2.3,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
335,Zesty Mediterranean Chickpea & Avocado Salad Style 335,Lunch,1,10,589.0,14.9,51.1,40.3,3.82,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
336,Zesty Strawberries & Dark Chocolate Walnut Cup Style 336,Snack,3,14,253.8,5.2,18.9,19.8,2.0,Vegan;Vegetarian;Gluten-Free;Halal
337,Roasted Apple Slices with Natural Peanut Butter Style 337,Snack,3,0,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
338,Zesty Black Bean Burrito Bowl with Brown Rice Style 338,Lunch,1,23,391.4,15.1,58.4,11.8,2.36,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
339,Crispy Cheddar Cheese & Boiled Egg Power Snack Style 339,Snack,3,18,264.1,18.1,3.7,19.7,1.22,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
340,Fiesta High-Protein Tofu Breakfast Scramble Style 340,Breakfast,0,18,296.6,15.0,12.7,22.7,2.63,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
341,Crispy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 341,Dinner,2,20,683.0,60.2,32.0,36.9,5.07,Gluten-Free;Dairy-Free;High-Protein;Halal
342,Fiesta Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 342,Dinner,2,25,566.1,72.7,16.1,25.1,8.44,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
343,Fiesta Tuna Salad Whole Wheat Wrap Style 343,Lunch,1,12,480.8,44.4,48.3,12.5,2.94,High-Protein;Halal
344,Smoky Greek Yogurt Berry Nut Bowl Style 344,Breakfast,0,8,476.5,30.6,39.8,24.6,4.27,Vegetarian;Gluten-Free;High-Protein;Halal
345,Crispy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 345,Dinner,2,35,656.5,50.2,30.1,39.6,4.58,Gluten-Free;Dairy-Free;High-Protein;Halal
346,Golden Strawberries & Dark Chocolate Walnut Cup Style 346,Snack,3,4,291.3,6.0,20.7,23.1,2.32,Vegan;Vegetarian;Gluten-Free;Halal
347,Savory Black Bean Burrito Bowl with Brown Rice Style 347,Lunch,1,17,428.1,16.5,65.5,12.0,2.52,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
348,Golden Mediterranean Chickpea & Avocado Salad Style 348,Lunch,1,10,568.4,13.7,47.5,40.0,3.65,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
349,Zesty Hearty Lentil & Vegetable Stew Style 349,Dinner,2,39,543.2,18.6,73.7,21.2,2.46,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
350,Zesty Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 350,Dinner,2,24,690.8,61.8,30.6,37.7,5.38,Gluten-Free;Dairy-Free;High-Protein;Halal
351,Garden-Fresh Creamy Tomato & Mozzarella Penne Style 351,Lunch,1,21,420.7,19.5,36.4,22.9,1.91,Vegetarian;Halal
352,Fresh Berry Chia Yogurt Parfait Style 352,Breakfast,0,12,458.5,26.6,30.8,28.1,3.6,Vegetarian;Gluten-Free;Halal
353,Spicy Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 353,Dinner,2,26,558.2,48.9,27.2,29.8,4.22,Gluten-Free;Dairy-Free;High-Protein;Halal
354,Fiesta Classic Spinach & Mushroom Omelette Style 354,Breakfast,0,19,396.1,16.6,5.1,35.2,2.17,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
355,Savory Berry Chia Yogurt Parfait Style 355,Breakfast,0,15,506.9,28.0,40.9,28.2,2.71,Vegetarian;Gluten-Free;Halal
356,Smoky Turkey Avocado BLT Wrap Style 356,Lunch,1,15,714.3,44.7,60.6,36.1,4.36,High-Protein;Halal
357,Golden Peanut Butter Banana Oatmeal Style 357,Breakfast,0,6,688.4,26.9,88.8,28.5,1.46,Vegan;Vegetarian;Dairy-Free;Halal
358,Savory Strawberries & Dark Chocolate Walnut Cup Style 358,Snack,3,11,229.1,4.6,20.1,16.6,2.27,Vegan;Vegetarian;Gluten-Free;Halal
359,Roasted Peanut Butter Banana Oatmeal Style 359,Breakfast,0,8,675.8,26.3,83.0,30.2,1.45,Vegan;Vegetarian;Dairy-Free;Halal
360,Roasted Strawberries & Dark Chocolate Walnut Cup Style 360,Snack,3,2,255.4,5.2,19.3,19.8,2.07,Vegan;Vegetarian;Gluten-Free;Halal
361,Garden-Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 361,Dinner,2,21,546.4,65.7,15.1,26.3,7.46,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
362,Garden-Fresh Turkey Avocado BLT Wrap Style 362,Lunch,1,13,951.6,48.1,61.0,61.9,5.32,High-Protein;Halal
363,Fiesta Apple Slices with Natural Peanut Butter Style 363,Snack,3,0,358.2,11.8,33.8,22.9,1.11,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
364,Rustic Peanut Butter Banana Oatmeal Style 364,Breakfast,0,6,643.7,24.8,86.6,25.2,1.34,Vegan;Vegetarian;Dairy-Free;Halal
365,Golden Black Bean Burrito Bowl with Brown Rice Style 365,Lunch,1,20,436.0,17.9,66.2,12.0,2.56,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
366,Golden Creamy Tomato & Mozzarella Penne Style 366,Lunch,1,27,669.4,22.9,97.7,24.1,3.77,Vegetarian;Halal
367,Smoky Hearty Lentil & Vegetable Stew Style 367,Dinner,2,44,504.8,15.7,67.3,21.2,3.1,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
368,Fresh Berry Chia Yogurt Parfait Style 368,Breakfast,0,4,446.6,23.0,31.9,28.1,3.33,Vegetarian;Gluten-Free;Halal
369,Spicy Hearty Lentil & Vegetable Stew Style 369,Dinner,2,37,404.5,13.4,55.4,15.9,1.92,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
370,Golden Strawberries & Dark Chocolate Walnut Cup Style 370,Snack,3,6,291.3,6.0,20.7,23.1,2.32,Vegan;Vegetarian;Gluten-Free;Halal
371,Golden Hearty Lentil & Vegetable Stew Style 371,Dinner,2,45,418.5,17.1,66.3,11.1,2.21,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
372,Herb-Crusted Hearty Lentil & Vegetable Stew Style 372,Dinner,2,37,419.6,13.7,58.8,15.9,1.95,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
373,Spicy Avocado & Egg Whole Wheat Toast Style 373,Breakfast,0,5,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
374,Crispy Peanut Butter Banana Oatmeal Style 374,Breakfast,0,14,610.9,23.5,80.5,24.8,1.34,Vegan;Vegetarian;Dairy-Free;Halal
375,Roasted Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 375,Dinner,2,30,435.5,52.7,16.1,19.3,6.52,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
376,Golden Strawberries & Dark Chocolate Walnut Cup Style 376,Snack,3,8,212.6,7.0,21.7,12.8,1.97,Vegan;Vegetarian;Gluten-Free;Halal
377,Roasted Savory Tofu & Mushroom Teriyaki Bowl Style 377,Dinner,2,23,598.2,34.0,70.2,24.2,4.09,Vegan;Vegetarian;Dairy-Free;Halal
378,Hearty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 378,Dinner,2,28,769.7,47.5,57.5,38.4,7.71,Gluten-Free;High-Protein;Halal
379,Spicy Creamy Garlic Parmesan Chicken Fettuccine Style 379,Dinner,2,40,910.5,82.6,41.8,44.3,4.54,High-Protein;Halal
380,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 380,Dinner,2,25,516.1,70.8,14.5,20.8,7.94,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
381,Crispy Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 381,Dinner,2,28,553.8,59.1,27.6,24.5,6.49,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
382,Garden-Fresh Banana Almond Protein Smoothie Style 382,Snack,3,6,454.9,20.9,52.0,21.0,2.13,Vegetarian;Gluten-Free;Halal
383,Hearty Grilled Chicken & Quinoa Harvest Bowl Style 383,Lunch,1,30,640.4,65.5,29.3,28.6,4.51,Gluten-Free;High-Protein;Halal
384,Smoky Peanut Butter Banana Oatmeal Style 384,Breakfast,0,14,666.7,25.8,82.2,29.7,1.41,Vegan;Vegetarian;Dairy-Free;Halal
385,Smoky Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 385,Dinner,2,29,473.7,39.9,27.7,23.9,3.62,Gluten-Free;Dairy-Free;High-Protein;Halal
386,Rustic Strawberries & Dark Chocolate Walnut Cup Style 386,Snack,3,10,277.5,4.4,9.6,26.5,1.85,Vegan;Vegetarian;Gluten-Free;Halal
387,Savory Creamy Garlic Parmesan Chicken Fettuccine Style 387,Dinner,2,34,934.7,78.9,38.7,50.3,4.47,High-Protein;Halal
388,Zesty Strawberries & Dark Chocolate Walnut Cup Style 388,Snack,3,9,265.0,5.4,21.6,19.9,2.52,Vegan;Vegetarian;Gluten-Free;Halal
389,Zesty Savory Tofu & Mushroom Teriyaki Bowl Style 389,Dinner,2,31,412.7,22.2,46.7,18.3,3.8,Vegan;Vegetarian;Dairy-Free;Halal
390,Roasted Apple Slices with Natural Peanut Butter Style 390,Snack,3,4,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
391,Spicy Black Bean Burrito Bowl with Brown Rice Style 391,Lunch,1,23,382.1,14.0,56.8,11.8,2.12,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
392,Herb-Crusted High-Protein Tofu Breakfast Scramble Style 392,Breakfast,0,19,311.8,17.6,10.6,24.5,2.67,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
393,Smoky Hearty Lentil & Vegetable Stew Style 393,Dinner,2,43,425.1,16.8,68.0,11.1,2.06,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
394,Roasted Savory Tofu & Mushroom Teriyaki Bowl Style 394,Dinner,2,35,447.5,25.3,48.6,20.2,4.19,Vegan;Vegetarian;Dairy-Free;Halal
395,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 395,Dinner,2,30,468.9,29.4,44.5,23.0,4.44,Vegan;Vegetarian;Dairy-Free;Halal
396,Smoky Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 396,Dinner,2,39,881.8,56.8,51.1,48.9,8.85,Gluten-Free;High-Protein;Halal
397,Zesty Hearty Lentil & Vegetable Stew Style 397,Dinner,2,32,439.2,15.2,62.2,16.0,2.02,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
398,Fiesta Grilled Chicken & Quinoa Harvest Bowl Style 398,Lunch,1,33,599.1,65.9,30.1,23.6,4.55,Gluten-Free;High-Protein;Halal
399,Savory Cheddar Cheese & Boiled Egg Power Snack Style 399,Snack,3,4,150.3,9.2,2.7,11.6,0.72,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
400,Smoky Berry Chia Yogurt Parfait Style 400,Breakfast,0,12,440.5,22.0,36.3,25.8,3.14,Vegetarian;Gluten-Free;Halal
401,Golden Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 401,Dinner,2,22,508.2,41.1,34.7,24.2,3.84,Gluten-Free;Dairy-Free;High-Protein;Halal
402,Roasted Turkey Avocado BLT Wrap Style 402,Lunch,1,10,791.0,42.6,60.6,45.7,4.4,High-Protein;Halal
403,Herb-Crusted Hearty Lentil & Vegetable Stew Style 403,Dinner,2,41,415.0,16.5,66.0,11.1,2.08,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
404,Roasted Classic Spinach & Mushroom Omelette Style 404,Breakfast,0,12,535.2,35.4,4.9,41.5,2.65,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
405,Hearty Black Bean Burrito Bowl with Brown Rice Style 405,Lunch,1,21,495.5,21.0,77.2,12.1,2.49,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
406,Herb-Crusted Peanut Butter Banana Oatmeal Style 406,Breakfast,0,7,708.6,27.7,89.1,30.5,1.45,Vegan;Vegetarian;Dairy-Free;Halal
407,Fiesta Black Bean Burrito Bowl with Brown Rice Style 407,Lunch,1,18,357.8,13.0,52.0,11.6,2.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
408,Fresh Black Bean Burrito Bowl with Brown Rice Style 408,Lunch,1,25,358.0,13.4,51.9,11.6,2.21,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
409,Herb-Crusted Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 409,Dinner,2,35,482.1,40.1,29.3,24.0,3.67,Gluten-Free;Dairy-Free;High-Protein;Halal
410,Spicy Creamy Garlic Parmesan Chicken Fettuccine Style 410,Dinner,2,29,897.7,70.0,32.6,53.2,4.09,High-Protein;Halal
411,Hearty Savory Tofu & Mushroom Teriyaki Bowl Style 411,Dinner,2,32,442.6,22.5,50.7,19.3,3.52,Vegan;Vegetarian;Dairy-Free;Halal
412,Hearty Apple Slices with Natural Peanut Butter Style 412,Snack,3,13,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
413,Smoky Cheddar Cheese & Boiled Egg Power Snack Style 413,Snack,3,12,243.3,16.8,3.4,18.1,1.13,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
414,Spicy High-Protein Tofu Breakfast Scramble Style 414,Breakfast,0,15,264.6,16.7,11.2,19.0,2.55,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
415,Herb-Crusted Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 415,Dinner,2,26,567.4,62.1,15.2,30.3,7.15,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
416,Hearty Greek Yogurt Berry Nut Bowl Style 416,Breakfast,0,11,437.8,27.5,39.6,21.5,3.97,Vegetarian;Gluten-Free;High-Protein;Halal
417,Spicy Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 417,Dinner,2,33,885.0,55.1,54.9,48.1,8.61,Gluten-Free;High-Protein;Halal
418,Fresh Tuna Salad Whole Wheat Wrap Style 418,Lunch,1,13,440.6,44.5,48.1,7.8,2.95,High-Protein;Halal
419,Hearty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 419,Dinner,2,29,783.2,48.0,49.8,43.1,7.76,Gluten-Free;High-Protein;Halal
420,Herb-Crusted Creamy Garlic Parmesan Chicken Fettuccine Style 420,Dinner,2,32,836.7,67.0,33.9,47.1,3.85,High-Protein;Halal
421,Smoky Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 421,Dinner,2,27,560.5,48.3,29.9,29.1,4.33,Gluten-Free;Dairy-Free;High-Protein;Halal
422,Herb-Crusted Greek Yogurt Berry Nut Bowl Style 422,Breakfast,0,12,485.9,28.7,53.6,20.7,3.58,Vegetarian;Gluten-Free;High-Protein;Halal
423,Fresh Banana Almond Protein Smoothie Style 423,Snack,3,15,474.0,22.7,47.1,24.5,2.21,Vegetarian;Gluten-Free;Halal
424,Hearty Berry Chia Yogurt Parfait Style 424,Breakfast,0,8,447.5,26.4,34.8,25.1,3.68,Vegetarian;Gluten-Free;Halal
425,Garden-Fresh Berry Chia Yogurt Parfait Style 425,Breakfast,0,13,1048.4,55.0,27.1,82.3,4.53,Vegetarian;Gluten-Free;Halal
426,Fresh High-Protein Tofu Breakfast Scramble Style 426,Breakfast,0,13,247.5,14.4,12.4,17.4,2.48,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
427,Spicy Avocado & Egg Whole Wheat Toast Style 427,Breakfast,0,18,641.4,24.1,43.5,43.8,2.7,Vegetarian;Halal
428,Crispy Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 428,Dinner,2,18,552.2,59.4,14.1,30.2,6.73,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
429,Herb-Crusted Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 429,Dinner,2,23,438.8,55.7,35.3,7.1,3.75,Gluten-Free;Dairy-Free;High-Protein;Halal
430,Zesty Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 430,Dinner,2,23,468.3,58.9,14.7,20.7,6.8,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
431,Crispy Savory Tofu & Mushroom Teriyaki Bowl Style 431,Dinner,2,35,570.4,28.7,53.9,30.8,4.45,Vegan;Vegetarian;Dairy-Free;Halal
432,Rustic Tuna Salad Whole Wheat Wrap Style 432,Lunch,1,8,283.8,42.8,18.0,4.0,2.62,High-Protein;Halal
433,Roasted Grilled Chicken & Quinoa Harvest Bowl Style 433,Lunch,1,20,568.3,59.7,30.3,23.0,4.26,Gluten-Free;High-Protein;Halal
434,Herb-Crusted Avocado & Egg Whole Wheat Toast Style 434,Breakfast,0,17,638.7,23.9,42.9,43.7,2.61,Vegetarian;Halal
435,Fresh Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 435,Dinner,2,25,777.7,51.2,49.4,41.1,8.15,Gluten-Free;High-Protein;Halal
436,Fiesta Grilled Chicken & Quinoa Harvest Bowl Style 436,Lunch,1,21,652.1,74.9,30.5,24.8,4.89,Gluten-Free;High-Protein;Halal
437,Hearty Turkey Avocado BLT Wrap Style 437,Lunch,1,16,857.0,53.3,60.2,48.5,4.95,High-Protein;Halal
438,Zesty Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 438,Dinner,2,21,588.5,69.0,13.0,30.3,7.6,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
439,Crispy Creamy Garlic Parmesan Chicken Fettuccine Style 439,Dinner,2,33,870.4,75.7,30.8,48.1,4.24,High-Protein;Halal
440,Smoky Savory Tofu & Mushroom Teriyaki Bowl Style 440,Dinner,2,34,480.4,27.3,53.2,21.0,4.42,Vegan;Vegetarian;Dairy-Free;Halal
441,Zesty Apple Slices with Natural Peanut Butter Style 441,Snack,3,5,270.0,8.0,30.8,15.4,0.99,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
442,Garden-Fresh Strawberries & Dark Chocolate Walnut Cup Style 442,Snack,3,-1,221.1,4.4,18.2,16.6,1.9,Vegan;Vegetarian;Gluten-Free;Halal
443,Hearty Tuna Salad Whole Wheat Wrap Style 443,Lunch,1,11,449.3,39.5,55.9,7.6,2.57,High-Protein;Halal
444,Rustic Apple Slices with Natural Peanut Butter Style 444,Snack,3,4,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
445,Garden-Fresh Hearty Lentil & Vegetable Stew Style 445,Dinner,2,32,502.2,32.8,44.8,22.6,3.19,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
446,Fiesta Strawberries & Dark Chocolate Walnut Cup Style 446,Snack,3,14,225.9,4.5,19.4,16.6,2.12,Vegan;Vegetarian;Gluten-Free;Halal
447,Fresh Turkey Avocado BLT Wrap Style 447,Lunch,1,18,815.3,46.6,60.3,46.7,4.61,High-Protein;Halal
448,Hearty Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 448,Dinner,2,39,808.2,52.2,44.0,46.2,7.64,Gluten-Free;High-Protein;Halal
449,Garden-Fresh Peanut Butter Banana Oatmeal Style 449,Breakfast,0,10,570.3,24.9,57.5,29.2,1.03,Vegan;Vegetarian;Dairy-Free;Halal
450,Rustic Savory Tofu & Mushroom Teriyaki Bowl Style 450,Dinner,2,32,435.2,23.5,48.4,19.4,3.86,Vegan;Vegetarian;Dairy-Free;Halal
451,Spicy Tuna Salad Whole Wheat Wrap Style 451,Lunch,1,11,326.0,39.5,31.8,4.3,2.47,High-Protein;Halal
452,Smoky High-Protein Tofu Breakfast Scramble Style 452,Breakfast,0,20,345.9,20.1,13.3,26.0,3.08,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
453,Rustic Hearty Lentil & Vegetable Stew Style 453,Dinner,2,33,420.5,14.3,58.4,16.0,1.97,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
454,Garden-Fresh Creamy Garlic Parmesan Chicken Fettuccine Style 454,Dinner,2,31,860.9,76.1,35.0,45.0,4.3,High-Protein;Halal
455,Fresh Apple Slices with Natural Peanut Butter Style 455,Snack,3,7,299.4,9.3,31.8,17.9,1.03,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
456,Golden Turkey Avocado BLT Wrap Style 456,Lunch,1,14,867.8,54.9,60.6,48.8,5.12,High-Protein;Halal
457,Fiesta Berry Chia Yogurt Parfait Style 457,Breakfast,0,7,543.5,28.8,42.4,31.5,2.83,Vegetarian;Gluten-Free;Halal
458,Golden Creamy Tomato & Mozzarella Penne Style 458,Lunch,1,29,499.8,23.9,46.5,25.4,2.45,Vegetarian;Halal
459,Herb-Crusted Lean Ground Beef Stir-Fry with Brown Rice & Peppers Style 459,Dinner,2,23,529.0,45.9,28.8,27.2,4.44,Gluten-Free;Dairy-Free;High-Protein;Halal
460,Savory Peanut Butter Banana Oatmeal Style 460,Breakfast,0,8,744.5,29.2,95.5,31.1,1.46,Vegan;Vegetarian;Dairy-Free;Halal
461,Fresh Tuna Salad Whole Wheat Wrap Style 461,Lunch,1,5,247.5,35.7,18.1,3.3,2.34,High-Protein;Halal
462,Fiesta Greek Yogurt Berry Nut Bowl Style 462,Breakfast,0,14,459.3,24.8,47.4,22.1,4.39,Vegetarian;Gluten-Free;High-Protein;Halal
463,Garden-Fresh High-Protein Tofu Breakfast Scramble Style 463,Breakfast,0,19,323.6,17.7,13.5,24.3,2.9,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
464,Spicy Turkey Avocado BLT Wrap Style 464,Lunch,1,25,768.5,54.0,44.2,45.1,4.77,High-Protein;Halal
465,Zesty Savory Tofu & Mushroom Teriyaki Bowl Style 465,Dinner,2,31,471.5,27.5,49.3,21.6,4.28,Vegan;Vegetarian;Dairy-Free;Halal
466,Crispy Grilled Chicken & Quinoa Harvest Bowl Style 466,Lunch,1,27,532.1,23.0,73.9,17.9,2.86,Gluten-Free;High-Protein;Halal
467,Smoky Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 467,Dinner,2,20,582.0,72.0,22.5,25.2,8.21,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
468,Rustic High-Protein Tofu Breakfast Scramble Style 468,Breakfast,0,10,294.7,14.2,13.4,22.4,2.33,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
469,Savory Berry Chia Yogurt Parfait Style 469,Breakfast,0,13,406.6,22.1,33.4,22.4,2.13,Vegetarian;Gluten-Free;Halal
470,Smoky Black Bean Burrito Bowl with Brown Rice Style 470,Lunch,1,16,463.9,18.5,72.2,12.2,2.53,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
471,Smoky Tuna Salad Whole Wheat Wrap Style 471,Lunch,1,5,425.3,41.4,48.3,7.4,2.81,High-Protein;Halal
472,Smoky Peanut Butter Banana Oatmeal Style 472,Breakfast,0,20,460.0,15.4,58.2,21.1,1.39,Vegan;Vegetarian;Dairy-Free;Halal
473,Fiesta Pan-Seared Salmon with Garlic Butter Broccoli & Sweet Potato Style 473,Dinner,2,34,853.4,64.2,59.0,38.5,9.07,Gluten-Free;High-Protein;Halal
474,Golden Grilled Chicken & Quinoa Harvest Bowl Style 474,Lunch,1,32,658.8,72.4,34.1,24.6,4.54,Gluten-Free;High-Protein;Halal
475,Zesty Mediterranean Chickpea & Avocado Salad Style 475,Lunch,1,17,351.7,14.7,46.0,14.1,2.65,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
476,Zesty Cheddar Cheese & Boiled Egg Power Snack Style 476,Snack,3,7,262.6,18.0,3.3,19.7,1.17,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
477,Hearty Hearty Lentil & Vegetable Stew Style 477,Dinner,2,34,410.4,15.6,65.6,11.1,2.15,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
478,Zesty Tuna Salad Whole Wheat Wrap Style 478,Lunch,1,19,451.9,42.8,53.0,7.4,2.7,High-Protein;Halal
479,Fresh Tuna Salad Whole Wheat Wrap Style 479,Lunch,1,17,544.9,48.9,71.3,7.9,3.55,High-Protein;Halal
480,Zesty Berry Chia Yogurt Parfait Style 480,Breakfast,0,12,424.9,24.3,33.3,24.1,3.36,Vegetarian;Gluten-Free;Halal
481,Roasted Grilled Chicken & Quinoa Harvest Bowl Style 481,Lunch,1,21,605.2,67.1,28.6,24.0,4.56,Gluten-Free;High-Protein;Halal
482,Herb-Crusted High-Protein Tofu Breakfast Scramble Style 482,Breakfast,0,25,294.8,19.6,12.6,20.7,2.89,Vegan;Vegetarian;Gluten-Free;Dairy-Free;High-Protein;Halal
483,Fresh Garlic Butter Shrimp with Zucchini Noodles & Tomatoes Style 483,Dinner,2,29,500.5,67.4,10.6,22.2,7.55,Keto;Gluten-Free;High-Protein;Low-Carb;Halal
484,Zesty Cheddar Cheese & Boiled Egg Power Snack Style 484,Snack,3,4,263.4,18.0,3.5,19.7,1.19,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
485,Rustic Banana Almond Protein Smoothie Style 485,Snack,3,3,438.2,20.4,51.9,19.2,2.1,Vegetarian;Gluten-Free;Halal
486,Roasted Mediterranean Chickpea & Avocado Salad Style 486,Lunch,1,10,622.6,14.4,49.0,45.2,3.71,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
487,Fresh Cheddar Cheese & Boiled Egg Power Snack Style 487,Snack,3,8,242.6,16.8,3.3,18.1,1.1,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
488,Roasted Berry Chia Yogurt Parfait Style 488,Breakfast,0,10,429.1,22.3,35.3,24.8,3.29,Vegetarian;Gluten-Free;Halal
489,Golden Savory Tofu & Mushroom Teriyaki Bowl Style 489,Dinner,2,28,481.1,28.7,49.4,22.4,4.46,Vegan;Vegetarian;Dairy-Free;Halal
490,Spicy Turkey Avocado BLT Wrap Style 490,Lunch,1,19,835.6,49.6,61.0,47.4,4.88,High-Protein;Halal
491,Rustic Classic Spinach & Mushroom Omelette Style 491,Breakfast,0,14,558.7,37.1,5.5,43.2,2.88,Vegetarian;Keto;Gluten-Free;High-Protein;Halal
492,Zesty Peanut Butter Banana Oatmeal Style 492,Breakfast,0,17,564.4,24.6,57.1,28.8,1.0,Vegan;Vegetarian;Dairy-Free;Halal
493,Hearty Apple Slices with Natural Peanut Butter Style 493,Snack,3,3,328.8,10.5,32.8,20.4,1.07,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
494,Garden-Fresh Hearty Lentil & Vegetable Stew Style 494,Dinner,2,40,454.6,16.7,64.6,16.1,2.09,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
495,Crispy Turkey Avocado BLT Wrap Style 495,Lunch,1,11,749.0,49.5,61.4,37.5,4.68,High-Protein;Halal
496,Roasted Black Bean Burrito Bowl with Brown Rice Style 496,Lunch,1,27,367.3,13.2,54.1,11.7,2.02,Vegan;Vegetarian;Gluten-Free;Dairy-Free;Halal
497,Smoky Creamy Garlic Parmesan Chicken Fettuccine Style 497,Dinner,2,37,829.4,77.1,31.0,42.5,4.26,High-Protein;Halal
